experience,skills_score,aptitude_score,coding_speed_sec,sys_design_score,hire
4,47,64,646,9,1
3,58,63,1655,9,1
7,84,62,775,10,1
5,35,50,2652,1,0
1,86,51,1157,1,0
3,98,98,953,6,1
11,87,53,1796,4,1
10,55,79,1135,7,1
3,49,52,2591,7,1
5,42,91,2849,3,1
5,82,55,1756,5,1
0,88,79,1715,2,1
7,66,91,2305,4,1
5,30,43,3207,6,0
2,38,58,2056,9,1
8,81,72,3019,7,1
1,91,40,871,4,1
10,62,92,1038,4,1
7,94,83,2308,9,1
9,28,76,1066,2,1
2,44,34,643,9,1
12,97,54,1478,1,1
11,50,66,850,5,1
4,32,88,2772,6,1
5,84,61,3449,10,1
9,49,46,905,6,1
5,92,77,2596,4,1
3,48,94,3009,3,1
2,37,74,918,6,1
3,22,95,2233,4,1
0,54,73,752,9,1
3,85,100,3497,5,1
0,23,99,904,5,0
11,60,92,3519,9,1
0,98,54,194,7,1
9,100,38,2968,4,1
5,49,81,2399,1,1
4,30,74,3529,4,0
10,52,50,1222,2,1
3,57,52,2611,8,1
12,24,41,757,2,1
10,78,69,2305,7,1
2,70,44,1341,9,1
0,84,51,3429,9,1
5,87,55,2464,4,1
1,77,70,3441,10,1
7,67,33,821,9,1
9,77,100,140,1,1
4,56,53,1225,2,1
6,26,34,2534,5,1
9,79,57,846,5,1
11,78,74,176,3,1
1,29,81,2680,6,0
12,52,75,2074,6,1
7,70,76,1400,2,1
1,97,74,164,7,1
3,55,90,2680,3,1
0,57,48,2444,3,0
4,74,72,128,10,1
8,49,54,2062,4,1
0,45,33,2783,7,0
8,61,62,281,6,1
10,66,63,508,1,1
7,38,60,2265,6,1
5,96,76,482,6,1
6,99,49,1937,10,1
2,44,84,2480,8,1
0,37,40,1504,6,0
4,28,97,2342,3,1
11,36,91,3127,5,1
11,23,32,1182,7,1
1,74,32,2423,3,0
4,73,34,2805,2,1
7,47,52,2348,7,1
10,59,96,3117,10,1
8,28,42,2985,2,1
1,55,61,1909,6,1
11,27,38,1802,2,1
2,81,98,2804,6,1
2,68,67,1147,4,1
0,89,77,2028,7,1
7,61,92,1802,10,1
5,21,52,1579,10,1
11,50,41,1581,6,1
12,95,50,2887,9,1
7,38,65,1281,4,1
10,84,56,999,6,1
8,93,77,1072,4,1
4,79,53,1869,7,1
11,81,43,2253,7,1
2,79,85,1289,3,1
4,35,78,1540,2,1
4,26,44,1394,3,0
4,96,84,3338,7,1
2,87,39,2870,5,1
10,93,100,2719,9,1
9,31,44,1239,5,1
3,24,35,1861,5,0
8,66,48,2083,5,1
12,30,82,3438,2,1
9,53,61,1576,6,1
8,98,41,2937,5,1
1,70,64,1117,6,1
7,24,91,1442,1,1
7,67,71,1334,4,1
6,50,95,426,7,1
7,59,36,930,7,1
2,26,42,1370,5,1
12,59,74,1423,2,1
5,88,64,1859,8,1
0,33,43,1788,5,0
6,29,30,2231,8,1
0,100,40,1948,10,1
8,68,39,3496,2,1
0,36,69,1850,4,0
0,70,92,835,2,1
6,99,67,3321,9,1
1,81,58,280,6,1
4,49,80,1971,3,1
7,74,90,2243,4,1
7,53,37,2058,1,1
2,88,90,2643,7,1
6,52,32,309,6,1
2,24,38,2135,9,0
5,61,42,2806,6,1
5,22,35,2385,7,1
2,82,65,780,5,1
6,57,98,3131,7,1
2,32,35,3258,9,0
7,27,44,999,7,1
9,80,60,2161,2,1
3,49,65,2746,7,1
12,69,36,1687,7,1
0,88,93,1139,10,1
3,57,48,3238,4,1
6,78,84,1126,8,1
10,21,31,1534,6,1
3,76,86,341,6,1
12,26,80,1465,7,1
5,99,65,2981,2,1
8,29,64,2701,4,1
0,48,66,1753,6,1
12,53,65,2839,5,1
4,91,34,745,1,1
10,64,50,1130,4,1
6,90,82,2189,1,1
0,77,74,3231,1,0
3,97,67,691,6,1
5,52,99,3065,10,1
1,70,36,1258,5,1
9,83,37,2564,10,1
4,57,59,346,6,1
10,99,53,2357,8,1
9,31,50,3119,1,1
0,82,67,2309,5,1
5,84,66,3583,6,1
5,79,50,3065,5,1
12,39,99,1370,2,1
3,85,34,3406,4,1
12,37,58,1868,5,1
7,61,50,1284,1,1
3,93,96,1977,9,1
7,25,76,3219,7,1
12,85,91,776,10,1
7,99,40,221,3,1
4,88,42,2997,10,1
12,41,42,1521,7,1
3,41,71,956,9,1
11,84,91,1994,5,1
12,68,43,804,1,1
1,96,84,2963,1,1
10,31,54,2336,3,1
2,82,69,848,2,1
2,32,51,2052,9,1
3,81,45,196,9,1
3,78,48,2453,6,1
9,30,39,2360,8,1
10,20,42,2801,10,1
10,87,33,615,9,1
4,28,30,968,8,1
3,22,95,1438,3,1
10,91,91,3500,6,1
9,28,94,1943,8,1
7,88,85,2657,6,1
5,41,79,722,10,1
5,88,74,664,4,1
7,42,58,2595,2,1
6,99,90,3131,3,1
9,24,78,3443,9,1
10,58,68,1647,3,1
11,22,76,1409,2,1
9,45,70,1445,5,1
12,27,46,3407,2,1
7,71,92,2369,7,1
1,88,82,3277,10,1
8,25,37,1067,1,1
0,46,61,973,4,0
7,41,36,2997,4,1
11,75,77,2807,4,1
10,62,75,551,2,1
11,46,89,1960,7,1
11,64,76,2832,4,1
3,65,72,2702,10,1
3,52,90,1251,8,1
4,47,74,2293,9,1
7,100,93,626,9,1
4,70,33,684,1,1
7,83,92,1140,6,1
9,54,86,2467,7,1
0,55,64,3390,5,0
11,25,43,2460,9,1
9,77,81,748,1,1
8,42,70,480,4,1
5,33,91,3214,3,1
2,92,93,3451,10,1
12,75,92,270,5,1
7,98,59,2301,6,1
8,44,57,1901,8,1
5,39,87,1045,5,1
10,90,31,3257,7,1
6,37,60,2028,7,1
0,36,80,312,5,1
4,33,64,3573,5,0
4,45,53,3165,2,0
9,51,61,718,7,1
3,78,48,367,8,1
5,90,34,2140,5,1
6,76,94,2300,1,1
8,92,53,1056,7,1
0,31,45,3115,8,0
5,22,61,833,8,1
6,51,74,2906,9,1
2,34,36,889,9,1
7,28,50,1873,10,1
4,68,82,3303,5,1
8,63,31,3196,7,1
4,100,68,1342,7,1
8,47,38,2782,8,1
9,64,76,1518,4,1
3,32,94,507,7,1
8,66,60,725,3,1
4,40,72,992,7,1
9,69,98,2245,6,1
8,66,96,1918,10,1
2,24,84,2580,5,1
3,26,96,1650,2,1
8,57,63,2040,2,1
9,56,72,2808,10,1
10,51,71,600,10,1
5,75,86,434,6,1
1,62,71,1187,3,1
6,86,85,3090,1,1
1,46,51,933,1,0
10,70,84,826,7,1
1,67,52,2564,6,0
10,91,99,2765,8,1
0,72,86,2734,5,1
10,67,36,347,1,1
10,29,33,1977,9,1
11,28,86,2975,2,1
10,65,31,2194,8,1
2,29,61,3063,10,0
5,55,74,1733,9,1
7,29,64,1551,10,1
8,46,34,572,6,1
6,98,65,859,3,1
3,38,95,954,2,1
5,30,99,3297,2,1
4,51,87,1179,6,1
7,39,34,710,5,1
0,65,99,2490,1,0
0,79,90,1677,2,1
12,98,30,1248,6,1
10,87,95,2610,2,1
5,36,84,993,2,1
9,84,71,2277,7,1
11,76,97,1562,5,1
1,38,37,1597,3,0
4,24,50,916,5,0
0,100,93,1966,3,1
6,74,82,2658,9,1
0,23,41,3537,6,0
3,71,73,906,2,1
8,38,44,1475,2,1
0,50,45,737,6,0
3,22,34,207,9,1
5,86,85,554,6,1
5,48,51,3165,6,1
11,72,74,839,9,1
12,27,44,2657,9,1
7,24,90,485,5,1
0,83,87,1028,3,1
6,46,72,2944,5,1
0,52,46,2242,1,0
12,77,39,1009,7,1
6,81,85,1915,9,1
2,45,59,857,10,1
10,33,63,1296,4,1
7,51,71,2012,7,1
2,60,61,3069,10,1
12,33,69,3469,3,1
0,67,90,873,2,1
12,67,36,313,4,1
12,57,56,357,4,1
7,26,85,2360,1,1
2,52,94,186,5,1
1,43,97,387,5,1
0,45,97,693,7,1
2,69,54,2189,7,1
1,61,44,2641,8,1
1,32,97,948,1,1
5,50,42,2669,7,1
11,42,49,2138,6,1
0,56,94,2723,2,0
1,78,74,3141,7,1
5,77,92,290,6,1
2,35,85,2755,9,1
3,58,86,2663,7,1
0,91,80,2835,6,1
7,28,70,3554,9,1
12,83,60,501,9,1
6,41,42,3383,1,0
6,94,93,265,4,1
2,73,47,1505,2,1
9,41,40,2111,7,1
9,33,76,2784,9,1
2,85,99,1944,4,1
1,98,98,3356,5,1
11,69,100,3374,10,1
0,24,64,2984,8,0
6,36,30,1532,7,1
6,20,43,367,7,1
11,33,85,1530,10,1
1,74,99,2216,2,1
6,36,48,244,7,1
12,28,80,781,9,1
7,31,38,3120,4,1
0,85,53,1237,3,1
8,34,59,1701,1,1
6,53,42,1975,10,1
2,56,32,3436,10,1
7,72,60,2236,10,1
6,60,91,2941,7,1
10,97,43,3035,7,1
12,23,45,3223,10,1
7,27,63,460,2,1
5,90,94,2517,7,1
8,36,60,1146,4,1
4,41,51,3117,5,1
2,27,81,932,6,1
2,41,45,1428,2,0
0,59,39,1829,8,1
11,41,79,3350,5,1
7,24,44,985,3,1
1,28,65,1751,6,0
2,79,70,232,2,1
7,39,63,1355,7,1
7,53,33,2228,10,1
10,55,93,3347,10,1
3,90,62,2122,9,1
3,57,52,2102,10,1
4,86,73,924,8,1
5,51,71,1266,1,1
4,65,96,3343,3,1
6,44,95,3356,7,1
1,83,45,2101,8,1
6,52,51,3403,6,1
9,66,70,1178,1,1
6,88,60,194,1,1
0,48,58,1746,2,0
6,78,58,2441,4,1
4,50,81,1230,3,1
2,45,50,2545,5,0
12,82,99,3142,5,1
2,77,45,1532,8,1
3,68,80,1707,6,1
12,84,57,2190,2,1
11,78,77,2636,9,1
1,81,38,2775,10,1
1,87,89,1128,5,1
0,66,99,1492,6,1
4,41,59,2627,8,1
3,99,61,2265,4,1
10,83,57,1318,7,1
9,65,54,3208,9,1
1,78,57,3211,3,0
2,51,45,2067,10,1
6,56,42,270,7,1
6,86,40,2871,4,1
11,71,54,3148,1,1
3,62,39,169,7,1
4,53,51,3573,9,1
4,80,79,2116,8,1
5,90,71,1858,7,1
8,86,78,2360,2,1
1,64,62,380,8,1
4,60,54,916,5,1
11,71,44,1475,9,1
2,85,73,3117,8,1
3,31,63,2618,4,0
9,34,90,320,7,1
5,35,48,2973,4,1
11,22,75,2162,2,1
7,46,90,476,6,1
0,42,69,1676,4,0
9,83,46,3144,5,1
7,52,55,453,4,1
10,67,39,766,4,1
6,74,37,1714,7,1
0,46,87,2382,10,1
1,66,82,2942,8,1
2,50,31,2656,2,0
0,98,65,1232,7,1
8,54,35,855,10,1
7,55,56,1941,5,1
1,43,84,1464,8,1
12,36,71,3445,2,1
8,64,75,916,6,1
6,81,53,2532,10,1
8,20,76,3035,1,0
5,39,31,1547,1,0
5,89,85,2083,2,1
10,88,96,1629,4,1
3,83,85,2983,1,1
9,89,56,3185,4,1
9,69,71,1919,9,1
12,72,78,776,3,1
12,57,98,565,7,1
1,71,42,213,2,1
6,80,44,2317,9,1
4,93,65,1656,5,1
10,44,77,2429,6,1
5,48,57,3450,10,1
1,54,82,1778,2,1
4,66,52,2187,6,1
9,76,87,3192,8,1
3,51,93,1222,1,1
8,65,49,1818,10,1
5,55,74,716,6,1
1,90,77,1330,9,1
0,29,90,3313,5,1
4,65,42,2691,7,1
8,45,91,3226,6,1
5,67,61,566,2,1
9,67,85,3085,10,1
11,32,50,157,4,1
6,49,71,1332,9,1
4,89,63,1898,4,1
9,85,44,551,6,1
5,26,57,1294,8,1
4,75,72,2294,1,1
10,49,36,1447,5,1
8,74,83,3297,4,1
5,52,78,3278,3,1
10,61,38,1234,7,1
7,25,85,264,4,1
1,27,79,3353,2,0
11,92,61,910,9,1
12,94,62,2094,6,1
8,89,41,2298,1,1
4,59,99,2166,4,1
6,75,56,2259,10,1
9,99,31,963,8,1
12,36,42,2418,8,1
0,26,38,2667,8,0
9,59,40,729,5,1
4,77,92,2517,7,1
11,81,100,476,4,1
9,93,100,1914,2,1
1,73,51,3342,4,0
11,28,56,2702,7,1
5,70,61,3279,1,0
10,29,77,1812,7,1
0,68,41,1372,9,1
2,49,48,1615,5,1
4,28,57,3350,9,1
3,65,48,1866,1,1
2,45,65,1481,8,1
9,83,48,490,10,1
12,53,83,1194,2,1
4,46,58,3209,10,1
10,46,66,227,4,1
7,60,34,2600,6,1
10,37,84,3411,7,1
3,69,64,1058,6,1
0,62,39,613,5,1
10,60,32,608,6,1
6,95,36,2931,8,1
7,37,54,1698,7,1
2,80,46,1182,1,1
5,91,53,585,4,1
1,72,49,1031,2,0
6,99,60,831,5,1
7,72,48,653,9,1
5,32,59,2850,6,1
5,45,90,1333,3,1
4,75,98,1180,2,1
7,80,54,1427,6,1
0,69,77,2096,3,1
9,40,45,206,5,1
3,27,58,1188,5,1
3,89,66,803,1,1
2,83,37,1225,10,1
2,69,44,1785,1,1
3,21,79,1749,4,0
10,91,92,3172,5,1
0,89,45,3207,4,0
10,25,45,2011,5,1
12,41,86,229,1,1
10,65,37,1878,10,1
1,80,44,2463,6,1
8,54,35,472,4,1
9,81,45,906,5,1
1,88,30,2587,1,0
4,76,48,1286,9,1
8,44,78,1949,4,1
8,92,100,945,2,1
7,44,95,3261,9,1
0,52,99,2043,1,0
0,27,69,2031,5,0
8,32,72,3177,9,1
12,80,43,626,6,1
10,27,63,1977,6,1
7,46,86,928,9,1
9,73,87,1519,10,1
8,22,30,3375,7,1
6,52,36,3359,2,0
2,47,93,3388,10,1
2,71,100,3005,2,1
1,48,75,1042,4,1
4,80,67,2908,6,1
11,92,56,1227,1,1
11,80,92,1512,7,1
2,41,96,2603,6,1
5,91,47,3353,3,1
1,76,86,2027,2,1
11,64,31,381,8,1
2,100,49,285,10,1
4,49,53,3343,10,1
11,98,81,1342,5,1
10,33,39,1385,4,1
10,99,99,3200,10,1
0,67,100,245,9,1
12,37,40,1548,1,1
0,51,31,1521,4,0
9,57,99,415,1,1
8,72,83,1018,9,1
6,34,96,1623,3,1
0,56,95,1726,9,1
11,68,34,125,5,1
7,52,34,1305,6,1
2,32,32,1368,9,1
7,90,92,2745,4,1
4,83,64,2504,4,1
0,38,63,3117,2,0
6,75,31,1962,1,1
4,56,93,2375,8,1
5,77,79,1126,5,1
5,28,74,2469,4,1
7,23,70,787,10,1
8,90,52,2927,5,1
1,32,43,703,10,1
8,82,52,2000,3,1
11,82,42,1794,6,1
10,80,100,1177,1,1
9,55,65,480,5,1
8,27,96,2635,2,1
12,46,62,3062,8,1
9,45,93,912,2,1
9,64,53,2169,9,1
6,61,43,490,1,1
0,33,42,1326,8,0
6,91,37,1094,9,1
9,71,58,1842,4,1
4,88,83,2335,9,1
5,72,92,2534,8,1
9,70,63,193,9,1
6,96,53,3498,1,1
4,21,81,1930,7,1
6,67,40,620,2,1
8,97,65,2408,7,1
2,68,99,211,9,1
7,78,98,1665,1,1
1,86,84,1877,3,1
10,99,66,3160,9,1
6,28,82,203,4,1
12,21,86,1935,4,1
1,94,90,316,1,1
3,62,82,2406,5,1
6,33,59,3228,4,1
2,59,64,3139,2,0
1,74,86,249,4,1
10,78,94,2590,5,1
9,66,80,838,2,1
6,53,37,1547,9,1
0,55,67,3000,2,0
7,52,62,3403,8,1
2,82,88,153,9,1
11,37,95,809,9,1
11,41,86,924,3,1
12,24,74,1001,6,1
1,51,31,477,10,1
2,68,82,556,5,1
4,55,36,411,9,1
10,92,78,2672,2,1
7,33,68,1198,5,1
9,83,32,832,1,1
6,51,81,2549,2,1
6,28,83,3186,2,1
11,67,41,1924,5,1
6,71,37,181,3,1
7,28,79,2086,8,1
0,51,40,1508,1,0
3,29,75,2262,5,1
12,88,95,1013,7,1
5,30,63,1534,10,1
8,77,87,1839,8,1
12,47,50,1610,8,1
1,53,39,1934,1,0
0,72,39,2411,6,1
12,59,34,3200,3,1
9,83,54,2972,4,1
11,29,72,2299,9,1
1,45,70,887,9,1
6,62,54,3189,6,1
2,90,33,1369,10,1
9,63,42,1822,5,1
1,90,75,387,5,1
10,76,92,2997,3,1
6,67,97,433,10,1
12,98,64,1424,5,1
12,81,96,1246,9,1
1,80,49,3329,7,1
2,86,75,2010,1,1
10,64,84,2186,3,1
6,80,92,3565,6,1
3,90,47,2049,3,1
12,21,62,2352,9,1
0,93,91,1695,3,1
12,66,47,1675,7,1
4,86,60,3214,3,1
11,48,57,2707,10,1
8,82,36,2976,7,1
7,44,72,322,4,1
11,23,65,1422,7,1
8,66,81,2855,10,1
9,88,65,2242,9,1
8,82,70,1558,2,1
6,25,50,2571,3,0
3,37,67,1551,2,1
4,55,95,1429,9,1
0,95,70,3111,8,1
0,76,82,1704,7,1
2,49,63,3288,3,0
12,33,97,3263,3,1
7,58,37,2147,5,1
1,21,60,2919,2,0
3,53,88,3316,8,1
1,77,50,1289,4,1
4,54,33,1095,9,1
8,53,38,3013,6,1
0,27,80,1419,5,1
4,62,85,3030,10,1
8,82,87,2831,3,1
0,81,97,2456,4,1
8,39,92,1734,5,1
7,71,71,1861,7,1
3,65,64,2878,3,1
11,23,83,2451,7,1
10,81,45,2621,9,1
9,29,100,2189,7,1
4,59,96,2909,9,1
12,24,65,2016,2,1
4,37,65,3292,10,1
10,80,83,1820,7,1
11,76,86,2351,2,1
5,82,66,3135,8,1
6,100,86,3583,3,1
7,24,77,2073,2,1
7,40,67,497,5,1
10,38,83,256,5,1
12,42,36,1895,1,1
1,88,33,1430,6,1
8,52,39,1665,9,1
6,23,47,1413,7,1
3,54,91,3159,8,1
3,78,52,2024,2,1
10,61,91,543,7,1
7,94,44,1643,2,1
3,68,84,2115,6,1
12,60,57,2251,5,1
5,96,65,2786,3,1
4,97,55,958,3,1
2,68,42,249,10,1
12,90,35,725,9,1
9,99,82,2931,3,1
10,65,58,2364,6,1
1,83,69,1165,7,1
8,69,49,2198,9,1
9,62,89,1657,10,1
8,46,45,3038,5,1
0,53,55,1059,5,1
9,82,84,1989,8,1
2,86,36,1852,6,1
7,46,93,2575,9,1
5,26,48,2585,5,1
4,42,63,1896,7,1
4,85,90,1410,1,1
5,21,55,874,9,1
6,55,53,707,8,1
0,77,69,2645,5,1
8,100,72,1514,3,1
2,30,42,1369,3,0
3,26,96,1042,7,1
9,85,43,1035,6,1
0,98,36,982,7,1
12,50,86,3367,8,1
10,65,93,1280,8,1
9,89,81,173,6,1
2,72,83,1894,3,1
1,87,40,2971,9,1
1,65,92,2263,7,1
0,56,54,3116,10,1
7,95,73,526,5,1
2,46,36,435,3,0
2,44,66,2900,4,0
5,31,70,2625,4,1
12,79,69,3515,8,1
7,36,38,1116,6,1
12,69,80,1375,2,1
8,95,94,2562,8,1
8,28,93,392,10,1
3,48,84,202,5,1
4,44,65,701,2,1
1,34,94,677,4,0
10,28,67,1428,6,1
8,32,43,376,3,1
7,66,40,1399,4,1
2,63,39,142,4,1
10,22,93,500,1,1
11,93,38,3547,8,1
12,37,79,3510,5,1
8,29,41,1417,3,0
2,55,68,1650,8,1
8,76,85,2989,9,1
1,22,40,1235,6,0
11,39,95,2149,5,1
9,37,71,2027,6,1
8,68,73,1601,1,1
7,56,96,1710,2,1
8,39,87,1954,6,1
4,93,69,1950,10,1
10,83,61,417,3,1
10,41,100,175,4,1
1,40,64,3376,8,1
7,99,30,748,1,1
11,54,67,3280,9,1
5,20,36,227,10,1
7,31,30,1002,5,1
10,32,50,612,4,1
4,27,86,2825,2,1
9,50,56,2472,3,1
1,24,56,494,4,0
5,63,74,3571,8,1
4,70,79,2883,5,1
11,44,66,1958,10,1
12,64,93,735,2,1
11,32,74,2030,2,1
4,54,92,2557,6,1
12,51,97,3534,3,1
0,91,80,2112,6,1
1,41,94,2242,5,1
7,25,98,215,4,1
12,68,43,2064,4,1
12,30,66,342,6,1
2,90,89,3259,1,1
9,34,44,316,7,1
2,87,100,2000,4,1
7,59,96,1001,3,1
7,53,80,688,1,1
1,49,75,3163,2,0
7,38,40,3232,8,1
10,81,79,2168,6,1
12,81,85,1009,2,1
12,57,59,3428,9,1
0,49,71,1243,8,1
5,51,68,1157,2,1
7,44,60,3365,1,1
2,31,60,1228,9,1
7,28,66,2536,7,1
11,56,100,2215,9,1
0,36,54,2186,4,0
10,54,41,1875,3,1
10,79,60,124,10,1
8,23,74,983,1,1
12,60,67,2977,6,1
10,87,91,2925,10,1
12,22,44,1020,8,1
8,28,95,1179,4,1
4,30,61,1740,10,1
9,80,42,2479,7,1
3,40,72,3594,7,1
10,44,40,234,9,1
5,81,51,2905,4,1
11,43,83,2578,2,1
6,88,82,3395,5,1
4,60,96,2667,1,1
10,76,75,1527,7,1
12,85,71,513,7,1
9,28,96,1970,10,1
8,27,47,2291,3,1
2,77,98,435,3,1
6,90,57,380,3,1
9,57,75,1381,1,1
9,39,65,1424,3,1
10,66,69,2703,7,1
4,98,47,1587,2,1
6,47,57,1521,3,1
1,79,32,605,10,1
3,41,41,1467,3,0
1,70,44,2492,8,1
12,43,59,2899,3,1
12,92,80,3133,10,1
11,80,63,742,7,1
6,21,45,2233,3,0
1,95,64,1497,7,1
12,74,55,2671,7,1
10,23,97,2114,5,1
0,77,86,1717,5,1
8,32,96,1557,7,1
0,46,58,754,4,0
7,49,92,880,2,1
1,81,73,1537,5,1
11,84,64,2151,6,1
7,30,54,1106,7,1
12,68,47,3146,7,1
2,36,84,2901,4,0
5,34,86,1991,10,1
2,46,38,1962,2,0
6,29,77,1787,6,1
9,99,91,160,1,1
8,47,87,249,3,1
1,21,71,2282,1,0
11,54,73,1158,4,1
11,34,66,2027,2,1
4,78,31,2346,5,1
12,94,60,3301,10,1
5,52,89,196,4,1
3,74,40,1738,4,1
3,99,34,1811,6,1
3,94,71,1503,2,1
1,71,82,3471,5,1
3,38,63,1518,9,1
10,58,65,2354,3,1
0,79,85,1399,9,1
11,29,48,3532,4,1
5,91,68,2428,10,1
0,85,79,1189,4,1
9,75,35,1444,8,1
5,26,88,2083,10,1
0,59,53,2936,9,1
5,38,86,1930,10,1
9,89,86,1876,3,1
7,30,90,791,3,1
10,71,43,1166,5,1
1,31,97,486,8,1
1,81,43,2740,4,0
12,92,78,2858,1,1
11,42,65,2638,2,1
3,59,35,2847,9,1
10,89,45,2930,7,1
2,69,79,3198,4,1
3,83,69,1326,2,1
12,38,70,2543,5,1
11,37,39,3450,9,1
6,46,90,760,4,1
12,92,90,2767,10,1
10,63,48,1648,7,1
0,77,50,3242,10,1
5,81,70,1361,2,1
2,69,68,1399,1,1
10,72,57,2857,4,1
9,80,98,1546,7,1
6,94,61,1674,4,1
9,69,66,2886,2,1
1,73,90,2547,3,0
1,61,31,1009,7,1
12,78,78,2534,8,1
3,27,49,909,6,1
0,33,85,3008,5,0
2,32,90,3245,10,1
12,90,84,719,8,1
8,98,59,3011,3,1
6,63,99,2702,9,1
6,62,96,2679,7,1
12,37,64,1288,2,1
12,55,30,345,5,1
10,50,71,2244,2,1
3,23,58,259,1,1
1,96,99,998,2,1
3,58,89,1890,9,1
5,74,65,1046,10,1
10,38,61,206,5,1
10,87,30,1381,5,1
2,84,81,850,1,1
0,59,67,1221,6,1
11,95,33,3053,3,1
7,95,99,707,2,1
11,94,77,1610,7,1
12,49,92,3451,9,1
4,47,53,1575,2,1
4,68,74,2246,10,1
10,60,94,2011,2,1
3,68,80,1030,5,1
5,48,85,1544,10,1
2,20,30,2659,7,0
8,50,52,635,3,1
4,46,51,1338,2,1
2,54,78,3545,8,1
10,27,54,3482,5,1
0,59,97,1282,1,1
9,77,94,2157,7,1
11,91,82,2344,8,1
5,25,50,2788,8,1
1,34,71,1444,3,0
12,40,49,1225,1,1
2,56,45,1037,1,0
0,89,93,1697,7,1
8,73,78,3342,9,1
7,48,94,1922,2,1
11,77,68,2508,2,1
1,38,84,942,8,1
11,53,51,996,9,1
10,77,49,3185,4,1
7,90,50,3163,5,1
11,32,53,2216,3,1
8,23,61,2006,9,1
0,30,33,1893,6,0
12,69,35,3098,10,1
4,40,91,1639,10,1
7,79,78,554,7,1
10,40,35,1747,1,1
1,62,92,2582,3,0
3,64,58,318,3,1
6,61,74,3231,3,1
2,45,46,624,3,1
12,50,56,1644,9,1
11,68,46,3393,4,1
4,87,77,3369,1,1
7,22,61,3225,3,1
11,58,51,438,7,1
9,67,40,2942,4,1
2,40,83,2178,3,1
3,37,49,1296,4,1
8,54,83,453,5,1
6,51,56,1869,5,1
0,74,97,2031,4,1
11,30,91,2586,10,1
3,77,36,1346,7,1
3,57,42,1864,6,1
8,65,53,1876,8,1
5,39,79,517,6,1
8,45,87,3403,6,1
11,30,65,847,4,1
5,85,76,770,4,1
5,100,59,493,9,1
4,56,30,2202,6,1
4,25,79,491,4,1
1,73,36,3261,5,0
7,66,43,1442,10,1
7,66,82,1763,3,1
10,45,80,1803,9,1
12,44,65,568,8,1
0,55,73,3371,2,0
7,40,56,2942,9,1
4,77,45,3179,6,1
1,62,61,146,1,1
1,42,44,933,5,0
5,84,43,1480,2,1
10,78,73,1076,8,1
12,80,32,3200,1,1
8,93,55,2790,8,1
0,91,70,350,10,1
11,83,62,748,10,1
5,52,55,2073,6,1
8,95,91,677,1,1
7,67,93,1821,10,1
10,58,84,2496,7,1
5,31,91,3032,8,1
2,95,36,2620,2,1
7,30,80,3541,2,1
8,67,99,2118,5,1
0,27,34,3070,3,0
11,70,96,2786,6,1
8,27,69,2596,6,1
5,99,90,2218,9,1
5,87,78,3509,3,1
11,90,80,474,7,1
3,55,68,2302,10,1
0,49,100,1451,4,1
9,31,41,2204,5,1
7,94,68,1212,4,1
1,48,76,2026,4,0
11,22,36,3027,7,1
0,81,51,2456,7,0
1,30,75,293,3,1
0,92,77,1693,7,1
0,78,41,3185,8,1
8,91,48,865,5,1
12,91,69,1904,1,1
0,61,52,684,10,1
12,25,87,2118,1,1
3,74,78,747,8,1
9,25,44,1024,10,1
5,40,38,2627,1,0
6,63,70,1615,9,1
1,67,57,3388,9,1
5,55,78,205,9,1
6,64,98,2330,10,1
9,22,42,870,3,1
9,78,52,1005,5,1
1,31,35,2825,5,0
1,38,41,746,9,1
9,42,75,663,5,1
6,24,62,3014,10,1
11,70,93,2518,10,1
0,38,58,836,9,1
7,31,66,3544,5,1
10,76,31,1293,6,1
12,56,56,3449,2,1
2,53,59,2122,1,0
10,99,54,2021,10,1
5,82,36,905,10,1
8,23,82,1490,3,1
5,73,56,1380,7,1
8,73,70,3170,7,1
6,25,71,1208,4,1
8,26,93,1276,5,1
1,53,54,1131,4,0
11,87,91,512,8,1
7,34,56,1959,4,1
7,32,94,3473,2,1
1,92,73,543,1,1
11,56,84,3385,4,1
3,100,80,3252,8,1
10,57,39,3082,5,1
6,97,91,953,4,1
10,50,96,2854,1,1
3,85,58,2776,9,1
3,79,92,2653,7,1
5,32,89,662,4,1
9,40,99,1555,6,1
5,63,33,899,1,1
9,47,99,2050,4,1
2,76,76,3060,1,1
8,20,60,2115,1,1
11,29,87,3386,10,1
9,27,96,1494,5,1
10,96,92,3044,10,1
1,82,38,2333,10,1
5,86,100,2971,3,1
11,86,73,978,3,1
6,46,97,3290,4,1
11,37,56,1721,2,1
12,54,91,2483,7,1
8,63,71,3183,4,1
12,27,53,2418,5,1
2,65,52,1187,3,1
9,62,71,2636,9,1
2,65,48,1269,7,1
6,59,54,3238,6,1
3,75,90,2567,4,1
12,46,73,2954,7,1
7,39,98,2143,7,1
12,97,42,3337,6,1
6,76,92,2786,2,1
4,31,83,1773,3,1
6,42,76,862,1,1
2,31,81,2113,3,0
11,63,87,3032,6,1
1,58,84,2425,9,1
5,61,33,1618,9,1
1,67,53,3499,3,0
2,86,87,2583,2,1
5,54,94,2357,10,1
4,56,31,2016,5,1
7,59,99,1757,6,1
8,35,43,1175,7,1
10,67,93,3412,5,1
2,37,92,2476,3,1
11,37,81,1465,5,1
9,33,34,2664,6,1
2,95,94,2144,4,1
